sample,gene_family,orf_name,orf_length
Human 1,DAZ,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12_2,606
Human 1,HSFY,longer_from_REPLICATE1_transcript_35_support_2_2,52
Human 1,HSFY,longer_from_REPLICATE1_transcript_43_support_13_2,52
Human 1,HSFY,longer_from_REPLICATE2_transcript_11_support_6_2,52
Human 1,HSFY,longer_from_REPLICATE2_transcript_42_support_6_1,52
Human 1,HSFY,longer_from_REPLICATE1_transcript_11_support_8_3,54
Human 1,HSFY,longer_from_REPLICATE1_transcript_35_support_2_1,55
Human 1,HSFY,longer_from_REPLICATE1_transcript_43_support_13_1,55
Human 1,HSFY,longer_from_REPLICATE2_transcript_11_support_6_1,55
Human 1,HSFY,longer_from_REPLICATE2_transcript_442_support_5_1,57
Human 1,HSFY,longer_from_REPLICATE1_transcript_11_support_14_2,59
Human 1,HSFY,longer_from_REPLICATE1_transcript_11_support_14_3,71
Human 1,HSFY,longer_from_REPLICATE1_transcript_11_support_14_1,75
Human 1,HSFY,longer_from_REPLICATE2_transcript_21_support_12_1,78
Human 1,HSFY,longer_from_REPLICATE1_transcript_11_support_14_4,84
Human 1,HSFY,longer_from_REPLICATE1_transcript_25_support_3_1,84
Human 1,HSFY,longer_from_REPLICATE1_transcript_33_support_9_1,84
Human 1,HSFY,longer_from_REPLICATE1_transcript_11_support_8_2,93
Human 1,HSFY,longer_from_REPLICATE2_transcript_352_support_4_1,101
Human 1,HSFY,longer_from_REPLICATE1_transcript_12_support_4_1,180
Human 1,HSFY,longer_from_REPLICATE1_transcript_11_support_8_1,214
Human 1,HSFY,longer_from_REPLICATE2_transcript_442_support_5_2,323
Human 1,HSFY,longer_from_REPLICATE2_transcript_489_support_8_1,360
Human 1,HSFY,REPLICATE1_transcript_64_support_10REPLICATE2_transcript_52_support_16_2,52
Human 1,HSFY,REPLICATE1_transcript_64_support_10REPLICATE2_transcript_52_support_16_3,52
Human 1,HSFY,REPLICATE1_transcript_81_support_5REPLICATE2_transcript_68_support_10_1,52
Human 1,HSFY,REPLICATE1_transcript_82_support_2REPLICATE2_transcript_69_support_2_1,52
Human 1,HSFY,REPLICATE1_transcript_64_support_10REPLICATE2_transcript_52_support_16_1,55
Human 1,HSFY,REPLICATE1_transcript_115_support_2REPLICATE2_transcript_97_support_4_1,57
Human 1,HSFY,REPLICATE1_transcript_6_support_4REPLICATE2_transcript_2_support_5_1,57
Human 1,HSFY,REPLICATE1_transcript_6_support_4REPLICATE2_transcript_2_support_5_2,72
Human 1,HSFY,REPLICATE1_transcript_128_support_4REPLICATE2_transcript_110_support_5_3,80
Human 1,HSFY,REPLICATE1_transcript_128_support_4REPLICATE2_transcript_110_support_5_1,86
Human 1,HSFY,REPLICATE1_transcript_128_support_4REPLICATE2_transcript_110_support_5_2,180
Human 1,HSFY,REPLICATE1_transcript_115_support_2REPLICATE2_transcript_97_support_4_2,323
Human 1,HSFY,REPLICATE1_transcript_104_support_10REPLICATE2_transcript_90_support_4_1,360
Human 1,HSFY,REPLICATE1_transcript_135_support_13REPLICATE2_transcript_117_support_5_1,401
Human 1,HSFY,REPLICATE1_transcript_168_support_218REPLICATE2_transcript_145_support_223_1,401
Human 1,HSFY,REPLICATE1_transcript_430_support_5REPLICATE2_transcript_433_support_5_1,401
Human 1,HSFY,REPLICATE1_transcript_96_support_4REPLICATE2_transcript_85_support_3_1,401
Human 1,PRY,longer_from_REPLICATE2_transcript_2_support_5_1,50
Human 1,PRY,longer_from_REPLICATE2_transcript_8_support_5_2,50
Human 1,PRY,longer_from_REPLICATE1_transcript_19_support_3_1,52
Human 1,PRY,longer_from_REPLICATE2_transcript_8_support_5_1,52
Human 1,PRY,longer_from_REPLICATE2_transcript_2_support_5_2,56
Human 1,PRY,longer_from_REPLICATE2_transcript_8_support_6_2,56
Human 1,PRY,longer_from_REPLICATE2_transcript_1_support_2_2,58
Human 1,PRY,longer_from_REPLICATE2_transcript_1_support_2_4,59
Human 1,PRY,longer_from_REPLICATE2_transcript_3_support_7_1,59
Human 1,PRY,longer_from_REPLICATE2_transcript_1_support_4_2,61
Human 1,PRY,longer_from_REPLICATE2_transcript_1_support_4_3,61
Human 1,PRY,longer_from_REPLICATE2_transcript_2_support_5_3,61
Human 1,PRY,longer_from_REPLICATE1_transcript_3_support_5_2,62
Human 1,PRY,longer_from_REPLICATE2_transcript_2_support_3_1,70
Human 1,PRY,longer_from_REPLICATE2_transcript_13_support_2_1,71
Human 1,PRY,longer_from_REPLICATE1_transcript_3_support_5_3,75
Human 1,PRY,longer_from_REPLICATE2_transcript_1_support_2_5,75
Human 1,PRY,longer_from_REPLICATE1_transcript_17_support_3_2,78
Human 1,PRY,longer_from_REPLICATE2_transcript_1_support_2_3,81
Human 1,PRY,longer_from_REPLICATE2_transcript_3_support_7_2,90
Human 1,PRY,longer_from_REPLICATE2_transcript_37_support_5_2,93
Human 1,PRY,longer_from_REPLICATE1_transcript_17_support_3_3,94
Human 1,PRY,longer_from_REPLICATE1_transcript_17_support_3_1,102
Human 1,PRY,longer_from_REPLICATE2_transcript_37_support_5_1,102
Human 1,PRY,longer_from_REPLICATE1_transcript_17_support_3_4,105
Human 1,PRY,longer_from_REPLICATE2_transcript_2_support_5_4,107
Human 1,PRY,longer_from_REPLICATE2_transcript_37_support_5_3,108
Human 1,PRY,longer_from_REPLICATE2_transcript_8_support_6_1,112
Human 1,PRY,longer_from_REPLICATE2_transcript_1_support_2_1,149
Human 1,PRY,longer_from_REPLICATE2_transcript_37_support_5_4,162
Human 1,PRY,longer_from_REPLICATE2_transcript_1_support_4_1,229
Human 1,PRY,longer_from_REPLICATE2_transcript_1_support_4_4,275
Human 1,PRY,longer_from_REPLICATE1_transcript_3_support_5_1,449
Human 1,PRY,REPLICATE1_transcript_12_support_4REPLICATE2_transcript_7_support_7_1,50
Human 1,PRY,REPLICATE1_transcript_2_support_20REPLICATE2_transcript_1_support_34_1,50
Human 1,PRY,REPLICATE1_transcript_4_support_3REPLICATE2_transcript_7_support_4_1,51
Human 1,PRY,REPLICATE1_transcript_6_support_58REPLICATE2_transcript_11_support_44_1,51
Human 1,PRY,REPLICATE1_transcript_2_support_24REPLICATE2_transcript_4_support_25_2,56
Human 1,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_2_support_8_3,58
Human 1,PRY,REPLICATE1_transcript_1_support_10REPLICATE2_transcript_1_support_9_2,60
Human 1,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_2_support_8_2,61
Human 1,PRY,REPLICATE1_transcript_2_support_11REPLICATE2_transcript_0_support_7_1,64
Human 1,PRY,REPLICATE1_transcript_42_support_277REPLICATE2_transcript_47_support_255_2,78
Human 1,PRY,REPLICATE1_transcript_4_support_3REPLICATE2_transcript_7_support_4_2,80
Human 1,PRY,REPLICATE1_transcript_6_support_58REPLICATE2_transcript_11_support_44_2,80
Human 1,PRY,REPLICATE1_transcript_1_support_10REPLICATE2_transcript_1_support_9_1,84
Human 1,PRY,REPLICATE1_transcript_2_support_5REPLICATE2_transcript_2_support_7_2,84
Human 1,PRY,REPLICATE1_transcript_3_support_16REPLICATE2_transcript_1_support_16_1,97
Human 1,PRY,REPLICATE1_transcript_2_support_20REPLICATE2_transcript_1_support_34_2,98
Human 1,PRY,REPLICATE1_transcript_42_support_277REPLICATE2_transcript_47_support_255_1,102
Human 1,PRY,REPLICATE1_transcript_2_support_20REPLICATE2_transcript_1_support_34_3,108
Human 1,PRY,REPLICATE1_transcript_42_support_277REPLICATE2_transcript_47_support_255_3,108
Human 1,PRY,REPLICATE1_transcript_42_support_277REPLICATE2_transcript_47_support_255_4,124
Human 1,PRY,REPLICATE1_transcript_9_support_8REPLICATE2_transcript_4_support_9_1,134
Human 1,PRY,REPLICATE1_transcript_2_support_5REPLICATE2_transcript_2_support_7_1,136
Human 1,PRY,REPLICATE1_transcript_2_support_24REPLICATE2_transcript_4_support_25_1,186
Human 1,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_2_support_8_1,229
Human 1,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_2_support_8_4,275
Human 1,RBMY,longer_from_REPLICATE2_transcript_8_support_4_6,50
Human 1,RBMY,longer_from_REPLICATE1_transcript_36_support_10_8,51
Human 1,RBMY,longer_from_REPLICATE1_transcript_40_support_3_8,51
Human 1,RBMY,longer_from_REPLICATE2_transcript_239_support_5_8,51
Human 1,RBMY,longer_from_REPLICATE1_transcript_106_support_5_1,52
Human 1,RBMY,longer_from_REPLICATE2_transcript_210_support_4_1,52
Human 1,RBMY,longer_from_REPLICATE1_transcript_14_support_5_2,53
Human 1,RBMY,longer_from_REPLICATE2_transcript_4_support_2_3,55
Human 1,RBMY,longer_from_REPLICATE2_transcript_210_support_4_3,58
Human 1,RBMY,longer_from_REPLICATE1_transcript_160_support_7_4,61
Human 1,RBMY,longer_from_REPLICATE1_transcript_106_support_5_3,62
Human 1,RBMY,longer_from_REPLICATE1_transcript_166_support_3_4,63
Human 1,RBMY,longer_from_REPLICATE1_transcript_227_support_5_4,63
Human 1,RBMY,longer_from_REPLICATE1_transcript_36_support_10_5,63
Human 1,RBMY,longer_from_REPLICATE1_transcript_40_support_3_5,63
Human 1,RBMY,longer_from_REPLICATE2_transcript_239_support_5_5,63
Human 1,RBMY,longer_from_REPLICATE1_transcript_149_support_7_1,65
Human 1,RBMY,longer_from_REPLICATE1_transcript_212_support_8_3,65
Human 1,RBMY,longer_from_REPLICATE1_transcript_279_support_15_1,65
Human 1,RBMY,longer_from_REPLICATE1_transcript_212_support_8_1,67
Human 1,RBMY,longer_from_REPLICATE1_transcript_214_support_5_1,67
Human 1,RBMY,longer_from_REPLICATE2_transcript_139_support_2_1,67
Human 1,RBMY,longer_from_REPLICATE2_transcript_299_support_9_1,67
Human 1,RBMY,longer_from_REPLICATE2_transcript_8_support_4_1,67
Human 1,RBMY,longer_from_REPLICATE2_transcript_4_support_2_1,69
Human 1,RBMY,longer_from_REPLICATE2_transcript_8_support_4_3,69
Human 1,RBMY,longer_from_REPLICATE2_transcript_21_support_3_5,70
Human 1,RBMY,longer_from_REPLICATE2_transcript_8_support_4_4,70
Human 1,RBMY,longer_from_REPLICATE1_transcript_212_support_8_4,71
Human 1,RBMY,longer_from_REPLICATE1_transcript_214_support_5_4,71
Human 1,RBMY,longer_from_REPLICATE1_transcript_13_support_3_1,72
Human 1,RBMY,longer_from_REPLICATE1_transcript_14_support_5_1,72
Human 1,RBMY,longer_from_REPLICATE2_transcript_139_support_2_4,72
Human 1,RBMY,longer_from_REPLICATE2_transcript_299_support_9_4,77
Human 1,RBMY,longer_from_REPLICATE2_transcript_21_support_3_1,79
Human 1,RBMY,longer_from_REPLICATE2_transcript_21_support_3_4,85
Human 1,RBMY,longer_from_REPLICATE2_transcript_8_support_4_2,85
Human 1,RBMY,longer_from_REPLICATE1_transcript_160_support_7_2,86
Human 1,RBMY,longer_from_REPLICATE1_transcript_166_support_3_2,86
Human 1,RBMY,longer_from_REPLICATE1_transcript_212_support_8_2,86
Human 1,RBMY,longer_from_REPLICATE1_transcript_214_support_5_2,86
Human 1,RBMY,longer_from_REPLICATE1_transcript_227_support_5_2,86
Human 1,RBMY,longer_from_REPLICATE2_transcript_139_support_2_2,86
Human 1,RBMY,longer_from_REPLICATE2_transcript_299_support_9_2,86
Human 1,RBMY,longer_from_REPLICATE2_transcript_8_support_4_5,86
Human 1,RBMY,longer_from_REPLICATE1_transcript_160_support_7_1,88
Human 1,RBMY,longer_from_REPLICATE1_transcript_166_support_3_1,88
Human 1,RBMY,longer_from_REPLICATE1_transcript_227_support_5_1,88
Human 1,RBMY,longer_from_REPLICATE1_transcript_36_support_10_2,88
Human 1,RBMY,longer_from_REPLICATE1_transcript_40_support_3_2,88
Human 1,RBMY,longer_from_REPLICATE2_transcript_239_support_5_2,88
Human 1,RBMY,longer_from_REPLICATE1_transcript_160_support_7_5,92
Human 1,RBMY,longer_from_REPLICATE2_transcript_8_support_4_7,93
Human 1,RBMY,longer_from_REPLICATE1_transcript_106_support_5_2,101
Human 1,RBMY,longer_from_REPLICATE1_transcript_160_support_7_3,101
Human 1,RBMY,longer_from_REPLICATE1_transcript_166_support_3_3,101
Human 1,RBMY,longer_from_REPLICATE1_transcript_214_support_5_3,101
Human 1,RBMY,longer_from_REPLICATE1_transcript_227_support_5_3,101
Human 1,RBMY,longer_from_REPLICATE1_transcript_36_support_10_4,101
Human 1,RBMY,longer_from_REPLICATE1_transcript_40_support_3_4,101
Human 1,RBMY,longer_from_REPLICATE1_transcript_65_support_2_1,101
Human 1,RBMY,longer_from_REPLICATE2_transcript_135_support_4_1,101
Human 1,RBMY,longer_from_REPLICATE2_transcript_139_support_2_3,101
Human 1,RBMY,longer_from_REPLICATE2_transcript_210_support_4_2,101
Human 1,RBMY,longer_from_REPLICATE2_transcript_21_support_3_3,101
Human 1,RBMY,longer_from_REPLICATE2_transcript_239_support_5_4,101
Human 1,RBMY,longer_from_REPLICATE2_transcript_299_support_9_3,101
Human 1,RBMY,longer_from_REPLICATE2_transcript_4_support_2_2,101
Human 1,RBMY,longer_from_REPLICATE2_transcript_8_support_2_1,101
Human 1,RBMY,longer_from_REPLICATE1_transcript_166_support_3_5,114
Human 1,RBMY,longer_from_REPLICATE1_transcript_227_support_5_5,114
Human 1,RBMY,longer_from_REPLICATE1_transcript_36_support_10_6,114
Human 1,RBMY,longer_from_REPLICATE1_transcript_40_support_3_6,114
Human 1,RBMY,longer_from_REPLICATE2_transcript_239_support_5_6,114
Human 1,RBMY,longer_from_REPLICATE2_transcript_21_support_3_2,118
Human 1,RBMY,longer_from_REPLICATE1_transcript_40_support_3_7,138
Human 1,RBMY,longer_from_REPLICATE2_transcript_239_support_5_7,138
Human 1,RBMY,longer_from_REPLICATE1_transcript_40_support_3_1,157
Human 1,RBMY,longer_from_REPLICATE2_transcript_239_support_5_1,157
Human 1,RBMY,longer_from_REPLICATE1_transcript_36_support_10_7,175
Human 1,RBMY,longer_from_REPLICATE1_transcript_36_support_10_1,194
Human 1,RBMY,longer_from_REPLICATE1_transcript_40_support_3_3,459
Human 1,RBMY,longer_from_REPLICATE2_transcript_239_support_5_3,459
Human 1,RBMY,longer_from_REPLICATE1_transcript_36_support_10_3,496
Human 1,RBMY,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2_8,51
Human 1,RBMY,REPLICATE1_transcript_38_support_6REPLICATE2_transcript_59_support_8_8,51
Human 1,RBMY,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2_5,63
Human 1,RBMY,REPLICATE1_transcript_38_support_6REPLICATE2_transcript_59_support_8_5,63
Human 1,RBMY,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2_2,88
Human 1,RBMY,REPLICATE1_transcript_38_support_6REPLICATE2_transcript_59_support_8_2,88
Human 1,RBMY,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2_4,101
Human 1,RBMY,REPLICATE1_transcript_147_support_2REPLICATE2_transcript_188_support_7_1,101
Human 1,RBMY,REPLICATE1_transcript_38_support_6REPLICATE2_transcript_59_support_8_4,101
Human 1,RBMY,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2_6,114
Human 1,RBMY,REPLICATE1_transcript_38_support_6REPLICATE2_transcript_59_support_8_6,114
Human 1,RBMY,REPLICATE1_transcript_38_support_6REPLICATE2_transcript_59_support_8_7,138
Human 1,RBMY,REPLICATE1_transcript_38_support_6REPLICATE2_transcript_59_support_8_1,157
Human 1,RBMY,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2_7,175
Human 1,RBMY,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2_1,194
Human 1,RBMY,REPLICATE1_transcript_38_support_6REPLICATE2_transcript_59_support_8_3,459
Human 1,RBMY,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2_3,496
